ghidra_address,raw_address,generated_name,body_bytes,source_kind,original_name,status
0x48ecd8,0x38ecd8,recovered_fn_0038ecd8,16,c_decompiled,FUN_0048ecd8,ok
0x48ece8,0x38ece8,recovered_fn_0038ece8,12,c_decompiled,FUN_0048ece8,ok
0x48ecf4,0x38ecf4,recovered_fn_0038ecf4,16,c_decompiled,FUN_0048ecf4,ok
0x48ed04,0x38ed04,recovered_fn_0038ed04,12,c_decompiled,FUN_0048ed04,ok
0x48ed10,0x38ed10,recovered_fn_0038ed10,12,c_decompiled,FUN_0048ed10,ok
0x48ed1c,0x38ed1c,recovered_fn_0038ed1c,12,c_decompiled,FUN_0048ed1c,ok
0x48ed28,0x38ed28,recovered_fn_0038ed28,12,c_decompiled,FUN_0048ed28,ok
0x48ed34,0x38ed34,recovered_fn_0038ed34,12,c_decompiled,FUN_0048ed34,ok
0x48ed40,0x38ed40,recovered_fn_0038ed40,12,c_decompiled,FUN_0048ed40,ok
0x48ed4c,0x38ed4c,recovered_fn_0038ed4c,12,c_decompiled,FUN_0048ed4c,ok
0x48ed58,0x38ed58,recovered_fn_0038ed58,80,c_decompiled,FUN_0048ed58,ok
0x48eda8,0x38eda8,recovered_fn_0038eda8,36,c_decompiled,FUN_0048eda8,ok
0x48edcc,0x38edcc,recovered_fn_0038edcc,64,c_decompiled,FUN_0048edcc,ok
0x48ee0c,0x38ee0c,recovered_fn_0038ee0c,92,c_decompiled,FUN_0048ee0c,ok
0x48ee68,0x38ee68,recovered_fn_0038ee68,412,c_decompiled,FUN_0048ee68,ok
0x48f004,0x38f004,recovered_fn_0038f004,432,c_decompiled,FUN_0048f004,ok
0x48f1b4,0x38f1b4,recovered_fn_0038f1b4,520,c_decompiled,FUN_0048f1b4,ok
0x48f3bc,0x38f3bc,recovered_fn_0038f3bc,520,c_decompiled,FUN_0048f3bc,ok
0x48f5c4,0x38f5c4,recovered_fn_0038f5c4,528,c_decompiled,FUN_0048f5c4,ok
0x48f7d4,0x38f7d4,recovered_fn_0038f7d4,520,c_decompiled,FUN_0048f7d4,ok
0x48f9dc,0x38f9dc,recovered_fn_0038f9dc,528,c_decompiled,FUN_0048f9dc,ok
0x48fbec,0x38fbec,recovered_fn_0038fbec,432,c_decompiled,FUN_0048fbec,ok
0x48fd9c,0x38fd9c,recovered_fn_0038fd9c,432,c_decompiled,FUN_0048fd9c,ok
0x48ff4c,0x38ff4c,recovered_fn_0038ff4c,48,c_decompiled,FUN_0048ff4c,ok
0x48ff7c,0x38ff7c,recovered_fn_0038ff7c,92,c_decompiled,FUN_0048ff7c,ok
0x48ffd8,0x38ffd8,recovered_fn_0038ffd8,432,c_decompiled,FUN_0048ffd8,ok
0x490188,0x390188,recovered_fn_00390188,432,c_decompiled,FUN_00490188,ok
0x490338,0x390338,recovered_fn_00390338,12,c_decompiled,FUN_00490338,ok
0x490344,0x390344,recovered_fn_00390344,12,c_decompiled,FUN_00490344,ok
0x490350,0x390350,recovered_fn_00390350,564,c_decompiled,FUN_00490350,ok
0x490584,0x390584,recovered_fn_00390584,228,c_decompiled,FUN_00490584,ok
0x490668,0x390668,recovered_fn_00390668,376,c_decompiled,FUN_00490668,ok
0x4907e0,0x3907e0,recovered_fn_003907e0,564,c_decompiled,FUN_004907e0,ok
0x490a14,0x390a14,recovered_fn_00390a14,228,c_decompiled,FUN_00490a14,ok
0x490af8,0x390af8,recovered_fn_00390af8,376,c_decompiled,FUN_00490af8,ok
0x490c70,0x390c70,recovered_fn_00390c70,904,c_decompiled,FUN_00490c70,ok
0x490ff8,0x390ff8,recovered_fn_00390ff8,228,c_decompiled,FUN_00490ff8,ok
0x4910dc,0x3910dc,recovered_fn_003910dc,376,c_decompiled,FUN_004910dc,ok
0x491254,0x391254,recovered_fn_00391254,64,c_decompiled,FUN_00491254,ok
0x491294,0x391294,recovered_fn_00391294,80,c_decompiled,FUN_00491294,ok
0x4912e4,0x3912e4,recovered_fn_003912e4,12,c_decompiled,FUN_004912e4,ok
0x4912f0,0x3912f0,recovered_fn_003912f0,152,c_decompiled,FUN_004912f0,ok
0x491388,0x391388,recovered_fn_00391388,76,c_decompiled,FUN_00491388,ok
0x4913d4,0x3913d4,recovered_fn_003913d4,308,c_decompiled,FUN_004913d4,ok
0x491508,0x391508,recovered_fn_00391508,3160,c_decompiled,FUN_00491508,ok
0x492160,0x392160,recovered_fn_00392160,1912,c_decompiled,FUN_00492160,ok
0x4928d8,0x3928d8,recovered_fn_003928d8,1216,c_decompiled,FUN_004928d8,ok
0x492d98,0x392d98,recovered_fn_00392d98,1204,c_decompiled,FUN_00492d98,ok
0x49324c,0x39324c,recovered_fn_0039324c,420,c_decompiled,FUN_0049324c,ok
0x4933f0,0x3933f0,recovered_fn_003933f0,412,c_decompiled,FUN_004933f0,ok
0x49358c,0x39358c,recovered_fn_0039358c,1736,c_decompiled,FUN_0049358c,ok
0x493c54,0x393c54,recovered_fn_00393c54,336,c_decompiled,FUN_00493c54,ok
0x493da4,0x393da4,recovered_fn_00393da4,572,c_decompiled,FUN_00493da4,ok
0x493fe0,0x393fe0,recovered_fn_00393fe0,32,c_decompiled,FUN_00493fe0,ok
0x494000,0x394000,recovered_fn_00394000,128,c_decompiled,FUN_00494000,ok
0x494080,0x394080,recovered_fn_00394080,480,c_decompiled,FUN_00494080,ok
0x494260,0x394260,recovered_fn_00394260,44,c_decompiled,FUN_00494260,ok
0x49428c,0x39428c,recovered_fn_0039428c,208,c_decompiled,FUN_0049428c,ok
0x49435c,0x39435c,recovered_fn_0039435c,292,c_decompiled,FUN_0049435c,ok
0x494480,0x394480,recovered_fn_00394480,240,c_decompiled,FUN_00494480,ok
0x494570,0x394570,recovered_fn_00394570,372,c_decompiled,FUN_00494570,ok
0x4946e4,0x3946e4,recovered_fn_003946e4,56,c_decompiled,FUN_004946e4,ok
0x49471c,0x39471c,recovered_fn_0039471c,452,c_decompiled,FUN_0049471c,ok
0x4948e0,0x3948e0,recovered_fn_003948e0,36,c_decompiled,FUN_004948e0,ok
0x494904,0x394904,recovered_fn_00394904,12,c_decompiled,FUN_00494904,ok
0x494910,0x394910,recovered_fn_00394910,360,c_decompiled,FUN_00494910,ok
0x494a78,0x394a78,recovered_fn_00394a78,372,c_decompiled,FUN_00494a78,ok
0x494bec,0x394bec,recovered_fn_00394bec,4,c_decompiled,thunk_FUN_00494a78,ok
0x494bf0,0x394bf0,recovered_fn_00394bf0,280,c_decompiled,FUN_00494bf0,ok
0x494d08,0x394d08,recovered_fn_00394d08,196,c_decompiled,FUN_00494d08,ok
0x494dcc,0x394dcc,recovered_fn_00394dcc,240,c_decompiled,FUN_00494dcc,ok
0x494ebc,0x394ebc,recovered_fn_00394ebc,3484,c_decompiled,FUN_00494ebc,ok
0x495c58,0x395c58,recovered_fn_00395c58,420,c_decompiled,FUN_00495c58,ok
0x495dfc,0x395dfc,recovered_fn_00395dfc,260,c_decompiled,FUN_00495dfc,ok
0x495f00,0x395f00,recovered_fn_00395f00,444,c_decompiled,FUN_00495f00,ok
0x4960bc,0x3960bc,recovered_fn_003960bc,304,c_decompiled,FUN_004960bc,ok
0x4961ec,0x3961ec,recovered_fn_003961ec,144,c_decompiled,FUN_004961ec,ok
0x49627c,0x39627c,recovered_fn_0039627c,504,c_decompiled,FUN_0049627c,ok
0x496474,0x396474,recovered_fn_00396474,200,c_decompiled,FUN_00496474,ok
0x49653c,0x39653c,recovered_fn_0039653c,5660,c_decompiled,FUN_0049653c,ok
0x497b58,0x397b58,recovered_fn_00397b58,472,c_decompiled,FUN_00497b58,ok
0x497d30,0x397d30,recovered_fn_00397d30,856,c_decompiled,FUN_00497d30,ok
0x498088,0x398088,recovered_fn_00398088,72,c_decompiled,FUN_00498088,ok
0x4980d0,0x3980d0,recovered_fn_003980d0,716,c_decompiled,FUN_004980d0,ok
0x49839c,0x39839c,recovered_fn_0039839c,340,c_decompiled,FUN_0049839c,ok
0x4984f0,0x3984f0,recovered_fn_003984f0,296,c_decompiled,FUN_004984f0,ok
0x498618,0x398618,recovered_fn_00398618,508,c_decompiled,FUN_00498618,ok
0x498814,0x398814,recovered_fn_00398814,888,c_decompiled,FUN_00498814,ok
0x498b8c,0x398b8c,recovered_fn_00398b8c,132,c_decompiled,FUN_00498b8c,ok
0x498c10,0x398c10,recovered_fn_00398c10,580,c_decompiled,FUN_00498c10,ok
0x498e54,0x398e54,recovered_fn_00398e54,188,c_decompiled,FUN_00498e54,ok
0x498f10,0x398f10,recovered_fn_00398f10,444,c_decompiled,FUN_00498f10,ok
0x4990cc,0x3990cc,recovered_fn_003990cc,6416,c_decompiled,FUN_004990cc,ok
0x49a9dc,0x39a9dc,recovered_fn_0039a9dc,388,c_decompiled,FUN_0049a9dc,ok
0x49ab60,0x39ab60,recovered_fn_0039ab60,580,c_decompiled,FUN_0049ab60,ok
0x49ada4,0x39ada4,recovered_fn_0039ada4,544,c_decompiled,FUN_0049ada4,ok
0x49afc4,0x39afc4,recovered_fn_0039afc4,260,c_decompiled,FUN_0049afc4,ok
0x49b0c8,0x39b0c8,recovered_fn_0039b0c8,164,c_decompiled,FUN_0049b0c8,ok
0x49b16c,0x39b16c,recovered_fn_0039b16c,228,c_decompiled,FUN_0049b16c,ok
0x49b250,0x39b250,recovered_fn_0039b250,1460,c_decompiled,FUN_0049b250,ok
0x49b804,0x39b804,recovered_fn_0039b804,336,c_decompiled,FUN_0049b804,ok
0x49b954,0x39b954,recovered_fn_0039b954,7716,c_decompiled,FUN_0049b954,ok
0x49d778,0x39d778,recovered_fn_0039d778,1048,c_decompiled,FUN_0049d778,ok
0x49db90,0x39db90,recovered_fn_0039db90,72,c_decompiled,FUN_0049db90,ok
0x49dbd8,0x39dbd8,recovered_fn_0039dbd8,72,c_decompiled,FUN_0049dbd8,ok
0x49dc20,0x39dc20,recovered_fn_0039dc20,596,c_decompiled,FUN_0049dc20,ok
0x49de74,0x39de74,recovered_fn_0039de74,244,c_decompiled,FUN_0049de74,ok
0x49df68,0x39df68,recovered_fn_0039df68,24,c_decompiled,FUN_0049df68,ok
0x49df80,0x39df80,recovered_fn_0039df80,104,c_decompiled,FUN_0049df80,ok
0x49dfe8,0x39dfe8,recovered_fn_0039dfe8,28,c_decompiled,FUN_0049dfe8,ok
0x49e004,0x39e004,recovered_fn_0039e004,108,c_decompiled,FUN_0049e004,ok
0x49e070,0x39e070,recovered_fn_0039e070,272,c_decompiled,FUN_0049e070,ok
0x49e180,0x39e180,recovered_fn_0039e180,172,c_decompiled,FUN_0049e180,ok
0x49e22c,0x39e22c,recovered_fn_0039e22c,48,c_decompiled,FUN_0049e22c,ok
0x49e25c,0x39e25c,recovered_fn_0039e25c,92,c_decompiled,FUN_0049e25c,ok
0x49e2b8,0x39e2b8,recovered_fn_0039e2b8,72,c_decompiled,FUN_0049e2b8,ok
0x49e300,0x39e300,recovered_fn_0039e300,56,c_decompiled,FUN_0049e300,ok
0x49e338,0x39e338,recovered_fn_0039e338,96,c_decompiled,FUN_0049e338,ok
0x49e398,0x39e398,recovered_fn_0039e398,116,c_decompiled,FUN_0049e398,ok
0x49e40c,0x39e40c,recovered_fn_0039e40c,92,c_decompiled,FUN_0049e40c,ok
0x49e468,0x39e468,recovered_fn_0039e468,8,c_decompiled,FUN_0049e468,ok
0x49e470,0x39e470,recovered_fn_0039e470,8,c_decompiled,FUN_0049e470,ok
0x49e478,0x39e478,recovered_fn_0039e478,8,c_decompiled,FUN_0049e478,ok
0x49e480,0x39e480,recovered_fn_0039e480,8,c_decompiled,FUN_0049e480,ok
0x49e488,0x39e488,recovered_fn_0039e488,8,c_decompiled,FUN_0049e488,ok
0x49e490,0x39e490,recovered_fn_0039e490,516,c_decompiled,FUN_0049e490,ok
0x49e694,0x39e694,recovered_fn_0039e694,20,c_decompiled,FUN_0049e694,ok
0x49e6a8,0x39e6a8,recovered_fn_0039e6a8,96,c_decompiled,FUN_0049e6a8,ok
0x49e708,0x39e708,recovered_fn_0039e708,224,c_decompiled,FUN_0049e708,ok
0x49e7e8,0x39e7e8,recovered_fn_0039e7e8,104,c_decompiled,FUN_0049e7e8,ok
0x49e850,0x39e850,recovered_fn_0039e850,12,c_decompiled,FUN_0049e850,ok
0x49e85c,0x39e85c,recovered_fn_0039e85c,12,c_decompiled,FUN_0049e85c,ok
0x49e868,0x39e868,recovered_fn_0039e868,12,c_decompiled,FUN_0049e868,ok
0x49e874,0x39e874,recovered_fn_0039e874,8,c_decompiled,FUN_0049e874,ok
0x49e87c,0x39e87c,recovered_fn_0039e87c,4,c_decompiled,thunk_FUN_0049e25c,ok
0x49e880,0x39e880,recovered_fn_0039e880,12,c_decompiled,FUN_0049e880,ok
0x49e88c,0x39e88c,recovered_fn_0039e88c,12,c_decompiled,FUN_0049e88c,ok
0x49e898,0x39e898,recovered_fn_0039e898,12,c_decompiled,FUN_0049e898,ok
0x49e8a4,0x39e8a4,recovered_fn_0039e8a4,8,c_decompiled,FUN_0049e8a4,ok
0x49e8ac,0x39e8ac,recovered_fn_0039e8ac,4,c_decompiled,thunk_FUN_0049e25c,ok
0x49e8b0,0x39e8b0,recovered_fn_0039e8b0,12,c_decompiled,FUN_0049e8b0,ok
0x49e8bc,0x39e8bc,recovered_fn_0039e8bc,12,c_decompiled,FUN_0049e8bc,ok
0x49e8c8,0x39e8c8,recovered_fn_0039e8c8,12,c_decompiled,FUN_0049e8c8,ok
0x49e8d4,0x39e8d4,recovered_fn_0039e8d4,8,c_decompiled,FUN_0049e8d4,ok
0x49e8dc,0x39e8dc,recovered_fn_0039e8dc,4,c_decompiled,thunk_FUN_0049e25c,ok
0x49e8e0,0x39e8e0,recovered_fn_0039e8e0,12,c_decompiled,FUN_0049e8e0,ok
0x49e8ec,0x39e8ec,recovered_fn_0039e8ec,12,c_decompiled,FUN_0049e8ec,ok
0x49e8f8,0x39e8f8,recovered_fn_0039e8f8,12,c_decompiled,FUN_0049e8f8,ok
0x49e904,0x39e904,recovered_fn_0039e904,8,c_decompiled,FUN_0049e904,ok
0x49e90c,0x39e90c,recovered_fn_0039e90c,4,c_decompiled,thunk_FUN_0049e25c,ok
0x49e910,0x39e910,recovered_fn_0039e910,12,c_decompiled,FUN_0049e910,ok
0x49e91c,0x39e91c,recovered_fn_0039e91c,12,c_decompiled,FUN_0049e91c,ok
0x49e928,0x39e928,recovered_fn_0039e928,12,c_decompiled,FUN_0049e928,ok
0x49e934,0x39e934,recovered_fn_0039e934,8,c_decompiled,FUN_0049e934,ok
0x49e93c,0x39e93c,recovered_fn_0039e93c,4,c_decompiled,thunk_FUN_0049e25c,ok
0x49e940,0x39e940,recovered_fn_0039e940,12,c_decompiled,FUN_0049e940,ok
0x49e94c,0x39e94c,recovered_fn_0039e94c,12,c_decompiled,FUN_0049e94c,ok
0x49e958,0x39e958,recovered_fn_0039e958,12,c_decompiled,FUN_0049e958,ok
0x49e964,0x39e964,recovered_fn_0039e964,8,c_decompiled,FUN_0049e964,ok
0x49e96c,0x39e96c,recovered_fn_0039e96c,4,c_decompiled,thunk_FUN_0049e25c,ok
0x49e970,0x39e970,recovered_fn_0039e970,12,c_decompiled,FUN_0049e970,ok
0x49e97c,0x39e97c,recovered_fn_0039e97c,12,c_decompiled,FUN_0049e97c,ok
0x49e988,0x39e988,recovered_fn_0039e988,12,c_decompiled,FUN_0049e988,ok
0x49e994,0x39e994,recovered_fn_0039e994,8,c_decompiled,FUN_0049e994,ok
0x49e99c,0x39e99c,recovered_fn_0039e99c,4,c_decompiled,thunk_FUN_0049e25c,ok
0x49e9a0,0x39e9a0,recovered_fn_0039e9a0,12,c_decompiled,FUN_0049e9a0,ok
0x49e9ac,0x39e9ac,recovered_fn_0039e9ac,12,c_decompiled,FUN_0049e9ac,ok
0x49e9b8,0x39e9b8,recovered_fn_0039e9b8,12,c_decompiled,FUN_0049e9b8,ok
0x49e9c4,0x39e9c4,recovered_fn_0039e9c4,8,c_decompiled,FUN_0049e9c4,ok
0x49e9cc,0x39e9cc,recovered_fn_0039e9cc,4,c_decompiled,thunk_FUN_0049e25c,ok
0x49e9d0,0x39e9d0,recovered_fn_0039e9d0,12,c_decompiled,FUN_0049e9d0,ok
0x49e9dc,0x39e9dc,recovered_fn_0039e9dc,12,c_decompiled,FUN_0049e9dc,ok
0x49e9e8,0x39e9e8,recovered_fn_0039e9e8,12,c_decompiled,FUN_0049e9e8,ok
0x49e9f4,0x39e9f4,recovered_fn_0039e9f4,8,c_decompiled,FUN_0049e9f4,ok
0x49e9fc,0x39e9fc,recovered_fn_0039e9fc,4,c_decompiled,thunk_FUN_0049e25c,ok
0x49ea00,0x39ea00,recovered_fn_0039ea00,12,c_decompiled,FUN_0049ea00,ok
0x49ea0c,0x39ea0c,recovered_fn_0039ea0c,12,c_decompiled,FUN_0049ea0c,ok
0x49ea18,0x39ea18,recovered_fn_0039ea18,12,c_decompiled,FUN_0049ea18,ok
0x49ea24,0x39ea24,recovered_fn_0039ea24,8,c_decompiled,FUN_0049ea24,ok
0x49ea2c,0x39ea2c,recovered_fn_0039ea2c,4,c_decompiled,thunk_FUN_0049e25c,ok
0x49ea30,0x39ea30,recovered_fn_0039ea30,12,c_decompiled,FUN_0049ea30,ok
0x49ea3c,0x39ea3c,recovered_fn_0039ea3c,12,c_decompiled,FUN_0049ea3c,ok
0x49ea48,0x39ea48,recovered_fn_0039ea48,12,c_decompiled,FUN_0049ea48,ok
0x49ea54,0x39ea54,recovered_fn_0039ea54,8,c_decompiled,FUN_0049ea54,ok
0x49ea5c,0x39ea5c,recovered_fn_0039ea5c,4,c_decompiled,thunk_FUN_0049e25c,ok
0x49ea60,0x39ea60,recovered_fn_0039ea60,12,c_decompiled,FUN_0049ea60,ok
0x49ea6c,0x39ea6c,recovered_fn_0039ea6c,12,c_decompiled,FUN_0049ea6c,ok
0x49ea78,0x39ea78,recovered_fn_0039ea78,12,c_decompiled,FUN_0049ea78,ok
0x49ea84,0x39ea84,recovered_fn_0039ea84,8,c_decompiled,FUN_0049ea84,ok
0x49ea8c,0x39ea8c,recovered_fn_0039ea8c,4,c_decompiled,thunk_FUN_0049e25c,ok
0x49ea90,0x39ea90,recovered_fn_0039ea90,12,c_decompiled,FUN_0049ea90,ok
0x49ea9c,0x39ea9c,recovered_fn_0039ea9c,12,c_decompiled,FUN_0049ea9c,ok
0x49eaa8,0x39eaa8,recovered_fn_0039eaa8,12,c_decompiled,FUN_0049eaa8,ok
0x49eab4,0x39eab4,recovered_fn_0039eab4,8,c_decompiled,FUN_0049eab4,ok
0x49eabc,0x39eabc,recovered_fn_0039eabc,4,c_decompiled,thunk_FUN_0049e25c,ok
0x49eac0,0x39eac0,recovered_fn_0039eac0,12,c_decompiled,FUN_0049eac0,ok
0x49eacc,0x39eacc,recovered_fn_0039eacc,12,c_decompiled,FUN_0049eacc,ok
0x49ead8,0x39ead8,recovered_fn_0039ead8,12,c_decompiled,FUN_0049ead8,ok
0x49eae4,0x39eae4,recovered_fn_0039eae4,8,c_decompiled,FUN_0049eae4,ok
0x49eaec,0x39eaec,recovered_fn_0039eaec,4,c_decompiled,thunk_FUN_0049e25c,ok
0x49eaf0,0x39eaf0,recovered_fn_0039eaf0,12,c_decompiled,FUN_0049eaf0,ok
0x49eafc,0x39eafc,recovered_fn_0039eafc,12,c_decompiled,FUN_0049eafc,ok
0x49eb08,0x39eb08,recovered_fn_0039eb08,12,c_decompiled,FUN_0049eb08,ok
0x49eb14,0x39eb14,recovered_fn_0039eb14,12,c_decompiled,FUN_0049eb14,ok
0x49eb20,0x39eb20,recovered_fn_0039eb20,12,c_decompiled,FUN_0049eb20,ok
0x49eb2c,0x39eb2c,recovered_fn_0039eb2c,12,c_decompiled,FUN_0049eb2c,ok
0x49eb38,0x39eb38,recovered_fn_0039eb38,12,c_decompiled,FUN_0049eb38,ok
0x49eb44,0x39eb44,recovered_fn_0039eb44,12,c_decompiled,FUN_0049eb44,ok
0x49eb50,0x39eb50,recovered_fn_0039eb50,12,c_decompiled,FUN_0049eb50,ok
0x49eb5c,0x39eb5c,recovered_fn_0039eb5c,12,c_decompiled,FUN_0049eb5c,ok
0x49eb68,0x39eb68,recovered_fn_0039eb68,12,c_decompiled,FUN_0049eb68,ok
0x49eb74,0x39eb74,recovered_fn_0039eb74,12,c_decompiled,FUN_0049eb74,ok
0x49eb80,0x39eb80,recovered_fn_0039eb80,12,c_decompiled,FUN_0049eb80,ok
0x49eb8c,0x39eb8c,recovered_fn_0039eb8c,12,c_decompiled,FUN_0049eb8c,ok
0x49eb98,0x39eb98,recovered_fn_0039eb98,12,c_decompiled,FUN_0049eb98,ok
0x49eba4,0x39eba4,recovered_fn_0039eba4,12,c_decompiled,FUN_0049eba4,ok
0x49ebb0,0x39ebb0,recovered_fn_0039ebb0,12,c_decompiled,FUN_0049ebb0,ok
0x49ebbc,0x39ebbc,recovered_fn_0039ebbc,12,c_decompiled,FUN_0049ebbc,ok
0x49ebc8,0x39ebc8,recovered_fn_0039ebc8,12,c_decompiled,FUN_0049ebc8,ok
0x49ebd4,0x39ebd4,recovered_fn_0039ebd4,12,c_decompiled,FUN_0049ebd4,ok
0x49ebe0,0x39ebe0,recovered_fn_0039ebe0,12,c_decompiled,FUN_0049ebe0,ok
0x49ebec,0x39ebec,recovered_fn_0039ebec,12,c_decompiled,FUN_0049ebec,ok
0x49ebf8,0x39ebf8,recovered_fn_0039ebf8,12,c_decompiled,FUN_0049ebf8,ok
0x49ec04,0x39ec04,recovered_fn_0039ec04,12,c_decompiled,FUN_0049ec04,ok
0x49ec10,0x39ec10,recovered_fn_0039ec10,12,c_decompiled,FUN_0049ec10,ok
0x49ec1c,0x39ec1c,recovered_fn_0039ec1c,12,c_decompiled,FUN_0049ec1c,ok
0x49ec28,0x39ec28,recovered_fn_0039ec28,12,c_decompiled,FUN_0049ec28,ok
0x49ec34,0x39ec34,recovered_fn_0039ec34,12,c_decompiled,FUN_0049ec34,ok
0x49ec40,0x39ec40,recovered_fn_0039ec40,12,c_decompiled,FUN_0049ec40,ok
0x49ec4c,0x39ec4c,recovered_fn_0039ec4c,12,c_decompiled,FUN_0049ec4c,ok
0x49ec58,0x39ec58,recovered_fn_0039ec58,12,c_decompiled,FUN_0049ec58,ok
0x49ec64,0x39ec64,recovered_fn_0039ec64,12,c_decompiled,FUN_0049ec64,ok
0x49ec70,0x39ec70,recovered_fn_0039ec70,12,c_decompiled,FUN_0049ec70,ok
0x49ec7c,0x39ec7c,recovered_fn_0039ec7c,12,c_decompiled,FUN_0049ec7c,ok
0x49ec88,0x39ec88,recovered_fn_0039ec88,12,c_decompiled,FUN_0049ec88,ok
0x49ec94,0x39ec94,recovered_fn_0039ec94,12,c_decompiled,FUN_0049ec94,ok
0x49eca0,0x39eca0,recovered_fn_0039eca0,12,c_decompiled,FUN_0049eca0,ok
0x49ecac,0x39ecac,recovered_fn_0039ecac,32,c_decompiled,FUN_0049ecac,ok
0x49eccc,0x39eccc,recovered_fn_0039eccc,156,c_decompiled,FUN_0049eccc,ok
0x49ed68,0x39ed68,recovered_fn_0039ed68,188,c_decompiled,FUN_0049ed68,ok
0x49ee24,0x39ee24,recovered_fn_0039ee24,188,c_decompiled,FUN_0049ee24,ok
0x49eee0,0x39eee0,recovered_fn_0039eee0,2664,c_decompiled,FUN_0049eee0,ok
0x49f948,0x39f948,recovered_fn_0039f948,484,c_decompiled,FUN_0049f948,ok
0x49fb2c,0x39fb2c,recovered_fn_0039fb2c,2124,c_decompiled,FUN_0049fb2c,ok
0x4a0378,0x3a0378,recovered_fn_003a0378,648,c_decompiled,FUN_004a0378,ok
0x4a0600,0x3a0600,recovered_fn_003a0600,1008,c_decompiled,FUN_004a0600,ok
0x4a09f0,0x3a09f0,recovered_fn_003a09f0,776,c_decompiled,FUN_004a09f0,ok
0x4a0cf8,0x3a0cf8,recovered_fn_003a0cf8,40,c_decompiled,FUN_004a0cf8,ok
0x4a0d20,0x3a0d20,recovered_fn_003a0d20,136,c_decompiled,FUN_004a0d20,ok
0x4a0da8,0x3a0da8,recovered_fn_003a0da8,296,c_decompiled,FUN_004a0da8,ok
0x4a0ed0,0x3a0ed0,recovered_fn_003a0ed0,112,c_decompiled,FUN_004a0ed0,ok
0x4a0f40,0x3a0f40,recovered_fn_003a0f40,196,c_decompiled,FUN_004a0f40,ok
0x4a1004,0x3a1004,recovered_fn_003a1004,44,c_decompiled,FUN_004a1004,ok
0x4a1030,0x3a1030,recovered_fn_003a1030,300,c_decompiled,FUN_004a1030,ok
0x4a115c,0x3a115c,recovered_fn_003a115c,124,c_decompiled,FUN_004a115c,ok
0x4a11d8,0x3a11d8,recovered_fn_003a11d8,132,c_decompiled,FUN_004a11d8,ok
0x4a125c,0x3a125c,recovered_fn_003a125c,8,c_decompiled,FUN_004a125c,ok
0x4a1264,0x3a1264,recovered_fn_003a1264,228,c_decompiled,FUN_004a1264,ok
0x4a1348,0x3a1348,recovered_fn_003a1348,8,c_decompiled,FUN_004a1348,ok
0x4a1350,0x3a1350,recovered_fn_003a1350,1016,c_decompiled,FUN_004a1350,ok
0x4a1748,0x3a1748,recovered_fn_003a1748,1392,c_decompiled,FUN_004a1748,ok
0x4a1cb8,0x3a1cb8,recovered_fn_003a1cb8,336,c_decompiled,FUN_004a1cb8,ok
0x4a1e08,0x3a1e08,recovered_fn_003a1e08,64,c_decompiled,FUN_004a1e08,ok
0x4a1e48,0x3a1e48,recovered_fn_003a1e48,448,c_decompiled,FUN_004a1e48,ok
0x4a2008,0x3a2008,recovered_fn_003a2008,16,c_decompiled,FUN_004a2008,ok
0x4a2018,0x3a2018,recovered_fn_003a2018,16,c_decompiled,FUN_004a2018,ok
0x4a2028,0x3a2028,recovered_fn_003a2028,20,c_decompiled,FUN_004a2028,ok
0x4a203c,0x3a203c,recovered_fn_003a203c,236,c_decompiled,FUN_004a203c,ok
0x4a2128,0x3a2128,recovered_fn_003a2128,52,c_decompiled,FUN_004a2128,ok
0x4a215c,0x3a215c,recovered_fn_003a215c,92,c_decompiled,FUN_004a215c,ok
0x4a21b8,0x3a21b8,recovered_fn_003a21b8,180,c_decompiled,FUN_004a21b8,ok
0x4a226c,0x3a226c,recovered_fn_003a226c,152,c_decompiled,FUN_004a226c,ok
0x4a2304,0x3a2304,recovered_fn_003a2304,16,c_decompiled,FUN_004a2304,ok
0x4a2314,0x3a2314,recovered_fn_003a2314,16,c_decompiled,FUN_004a2314,ok
0x4a2324,0x3a2324,recovered_fn_003a2324,308,c_decompiled,FUN_004a2324,ok
0x4a2458,0x3a2458,recovered_fn_003a2458,4,c_decompiled,thunk_FUN_0049e180,ok
0x4a245c,0x3a245c,recovered_fn_003a245c,84,c_decompiled,FUN_004a245c,ok
0x4a24b0,0x3a24b0,recovered_fn_003a24b0,356,c_decompiled,FUN_004a24b0,ok
0x4a2614,0x3a2614,recovered_fn_003a2614,280,c_decompiled,FUN_004a2614,ok
0x4a272c,0x3a272c,recovered_fn_003a272c,440,c_decompiled,FUN_004a272c,ok
0x4a28e4,0x3a28e4,recovered_fn_003a28e4,392,c_decompiled,FUN_004a28e4,ok
0x4a2a6c,0x3a2a6c,recovered_fn_003a2a6c,8,c_decompiled,FUN_004a2a6c,ok
0x4a2a74,0x3a2a74,recovered_fn_003a2a74,348,c_decompiled,FUN_004a2a74,ok
0x4a2bd0,0x3a2bd0,recovered_fn_003a2bd0,124,c_decompiled,FUN_004a2bd0,ok
0x4a2c4c,0x3a2c4c,recovered_fn_003a2c4c,308,c_decompiled,FUN_004a2c4c,ok
0x4a2d80,0x3a2d80,recovered_fn_003a2d80,80,c_decompiled,FUN_004a2d80,ok
0x4a2dd0,0x3a2dd0,recovered_fn_003a2dd0,124,c_decompiled,FUN_004a2dd0,ok
